Station,Year,Month,rainfall,tmax,tmin,cloud,wind,humidity,dry_bulb
Chandpur,1985,Sep,349.0,35.0,24.0,5.0,2.1,88.0,27.9
Chandpur,1985,Oct,120.0,35.7,19.1,3.0,2.0,81.0,27.5
Chandpur,1985,Nov,0.0,34.0,14.4,1.0,2.0,77.0,23.2
Chandpur,1985,Dec,7.0,30.8,10.0,2.0,1.9,77.0,20.3
Chandpur,1986,Jan,1.0,28.7,10.4,1.0,2.0,79.0,18.7
Chandpur,1986,Feb,0.0,32.5,11.6,1.0,6.2,71.0,21.2
Chandpur,1986,Mar,371.0,36.7,14.0,2.0,4.4,69.0,26.2
Chandpur,1986,Apr,119.0,36.5,18.0,2.0,4.1,76.0,27.4
Chandpur,1986,May,515.0,36.5,20.2,3.0,4.3,79.0,28.0
Chandpur,1986,Jun,324.0,36.0,24.0,5.0,4.3,82.0,29.3
Chandpur,1986,Jul,341.0,35.5,24.0,5.0,3.9,85.0,28.3
Chandpur,1986,Aug,437.0,35.2,24.0,5.0,4.1,82.0,29.1
Chandpur,1986,Sep,536.0,35.7,22.4,5.0,3.1,86.0,27.5
Chandpur,1986,Oct,18.0,38.7,21.6,1.0,7.6,83.0,26.7
Chandpur,1986,Nov,0.0,32.6,16.5,1.0,2.3,80.0,23.8
Chandpur,1986,Dec,0.0,31.3,12.4,0.0,2.1,78.0,20.3
Chandpur,1987,Jan,6.0,29.5,10.2,1.0,3.0,76.0,18.9
Chandpur,1987,Feb,0.0,34.6,12.7,1.0,3.0,71.0,21.9
Chandpur,1987,Mar,14.0,35.5,15.4,1.0,3.0,72.0,25.4
Chandpur,1987,Apr,123.0,37.5,19.6,3.0,4.9,77.0,27.1
Chandpur,1987,May,157.0,36.5,19.4,2.0,3.3,76.0,29.2
Chandpur,1987,Jun,226.0,37.0,24.0,4.0,3.1,80.0,30.0
Chandpur,1987,Jul,399.0,33.6,23.6,5.0,4.5,87.0,28.2
Chandpur,1987,Aug,283.0,34.6,23.9,4.0,3.1,85.0,28.4
Chandpur,1987,Sep,478.0,35.6,24.5,5.0,2.7,83.0,28.7
Chandpur,1987,Oct,186.0,34.0,19.9,2.0,2.7,79.0,27.6
Chandpur,1987,Nov,197.0,33.1,16.3,2.0,1.7,76.0,24.5
Chandpur,1987,Dec,0.0,29.2,12.2,1.0,2.2,77.0,20.1
Chandpur,1988,Jan,0.0,29.5,11.3,1.0,2.0,74.0,19.4
Chandpur,1988,Feb,0.0,33.5,11.9,1.0,1.7,73.0,21.9
Chandpur,1988,Mar,58.0,36.5,16.4,2.0,2.3,73.0,25.7
Chandpur,1988,Apr,245.0,37.2,19.0,3.0,4.1,77.0,28.0
Chandpur,1988,May,105.0,38.0,20.9,2.0,2.9,81.0,28.2
Chandpur,1988,Jun,81.0,36.0,23.7,4.0,2.8,84.0,28.2
Chandpur,1988,Jul,750.0,33.6,23.9,6.0,2.7,84.0,28.5
Chandpur,1988,Aug,579.0,34.6,24.9,5.0,2.3,85.0,28.4
Chandpur,1988,Sep,231.0,35.6,24.9,5.0,2.3,82.0,29.1
Chandpur,1988,Oct,155.0,34.6,21.6,1.0,1.8,79.0,27.5
Chandpur,1988,Nov,27.0,32.0,16.7,2.0,1.8,78.0,24.5
Chandpur,1988,Dec,7.0,30.2,13.3,1.0,1.9,80.0,20.7
Chandpur,1989,Jan,0.0,29.7,8.6,0.0,1.9,73.0,17.3
Chandpur,1989,Feb,50.0,30.7,11.3,1.0,1.8,70.0,21.4
Chandpur,1989,Mar,70.0,38.7,13.9,2.0,1.8,70.0,25.6
Chandpur,1989,Apr,161.0,39.5,19.8,3.0,2.4,75.0,28.8
Chandpur,1989,May,342.0,37.6,23.0,5.0,4.5,79.0,29.6
Chandpur,1989,Jun,382.0,36.7,23.0,5.0,3.0,82.0,28.8
Chandpur,1989,Jul,305.0,34.1,24.7,5.0,2.2,84.0,28.6
Chandpur,1989,Aug,307.0,34.0,24.5,6.0,1.9,81.0,28.9
Chandpur,1989,Sep,140.0,35.5,23.7,4.0,1.7,84.0,28.4
Chandpur,1989,Oct,123.0,35.6,21.4,3.0,1.5,84.0,27.0
Chandpur,1989,Nov,74.0,34.0,16.2,2.0,1.5,76.0,23.3
Chandpur,1989,Dec,0.0,29.7,11.5,1.0,1.3,78.0,19.0
Chandpur,1990,Jan,0.0,29.3,9.4,0.0,1.6,82.0,19.0
Chandpur,1990,Feb,0.0,30.1,15.0,1.0,2.6,78.0,22.0
Chandpur,1990,Mar,4.0,35.0,14.1,1.0,1.7,78.0,23.5
Chandpur,1990,Apr,40.0,35.5,15.5,2.0,3.4,78.0,27.1
Chandpur,1990,May,111.0,34.5,21.8,3.0,2.3,78.0,28.5
Chandpur,1990,Jun,304.0,34.0,22.5,5.0,2.5,83.0,28.9
Chandpur,1990,Jul,282.0,33.0,24.8,5.0,2.4,86.0,28.1
Chandpur,1990,Aug,211.0,33.5,24.5,5.0,2.1,81.0,29.1
Chandpur,1990,Sep,232.0,34.0,25.0,5.0,2.0,83.0,28.6
Chandpur,1990,Oct,317.0,34.6,19.2,4.0,1.8,81.0,26.3
Chandpur,1990,Nov,0.0,32.9,15.7,1.0,1.3,78.0,25.0
Chandpur,1990,Dec,3.0,29.5,13.4,1.0,1.7,78.0,20.3
Chandpur,1991,Jan,0.0,29.2,9.6,1.0,1.5,76.0,18.1
Chandpur,1991,Feb,36.0,30.7,13.5,2.0,1.5,75.0,22.3
Chandpur,1991,Mar,111.0,36.9,18.4,3.0,1.4,72.0,26.7
Chandpur,1991,Apr,163.0,34.8,19.3,3.0,3.4,77.0,28.2
Chandpur,1991,May,189.0,35.5,21.4,4.0,1.8,83.0,28.0
Chandpur,1991,Jun,311.0,36.0,22.7,5.0,2.1,86.0,28.2
Chandpur,1991,Jul,421.0,33.8,25.0,6.0,1.7,84.0,28.8
Chandpur,1991,Aug,177.0,34.7,24.6,5.0,1.7,85.0,28.5
Chandpur,1991,Sep,208.0,33.6,24.1,5.0,1.9,86.0,28.2
Chandpur,1991,Oct,263.0,32.8,21.1,3.0,2.0,85.0,27.2
Chandpur,1991,Nov,55.0,32.5,14.9,2.0,1.4,78.0,22.7
Chandpur,1991,Dec,22.0,28.4,10.0,1.0,1.2,78.0,19.1
Chandpur,1992,Jan,7.0,28.4,10.5,2.0,1.6,80.0,17.9
Chandpur,1992,Feb,23.0,33.0,12.1,1.0,1.6,77.0,20.4
Chandpur,1992,Mar,109.0,35.5,16.9,1.0,1.5,72.0,26.8
Chandpur,1992,Apr,150.0,35.6,21.4,3.0,2.6,73.0,29.3
Chandpur,1992,May,376.0,36.2,20.0,5.0,2.4,77.0,28.2
Chandpur,1992,Jun,419.0,35.3,24.2,6.0,2.0,80.0,29.3
Chandpur,1992,Jul,252.0,33.5,24.4,5.0,2.3,85.0,28.3
Chandpur,1992,Aug,320.0,33.5,24.5,5.0,1.9,85.0,28.5
Chandpur,1992,Sep,531.0,34.3,24.0,5.0,1.1,83.0,28.4
Chandpur,1992,Oct,284.0,33.4,20.6,4.0,1.7,81.0,27.6
Chandpur,1992,Nov,6.0,31.9,16.0,2.0,1.5,77.0,24.1
Chandpur,1992,Dec,13.0,28.5,12.5,1.0,1.7,78.0,19.2
Chandpur,1993,Jan,0.0,27.5,9.3,0.0,2.0,78.0,18.1
Chandpur,1993,Feb,96.0,31.4,12.0,2.0,2.0,76.0,22.1
Chandpur,1993,Mar,0.0,34.5,15.5,2.0,3.4,71.0,24.5
Chandpur,1993,Apr,20.0,35.3,19.5,2.0,4.2,75.0,27.5
Chandpur,1993,May,147.0,34.5,20.0,4.0,4.3,80.0,27.8
Chandpur,1993,Jun,178.0,34.9,22.5,5.0,2.5,83.0,28.8
Chandpur,1993,Jul,332.0,33.8,24.0,6.0,2.7,85.0,28.6
Chandpur,1993,Aug,331.0,33.2,25.0,6.0,2.7,85.0,28.5
Chandpur,1993,Sep,146.0,34.4,23.5,5.0,2.4,84.0,28.2
Chandpur,1993,Oct,81.0,33.7,21.8,3.0,1.8,81.0,27.6
Chandpur,1993,Nov,1.0,31.8,17.5,3.0,2.2,77.0,24.4
Chandpur,1993,Dec,0.0,28.3,14.0,0.0,2.3,75.0,20.8
Chandpur,1994,Jan,0.0,27.0,12.0,1.0,2.2,76.0,19.4
Chandpur,1994,Feb,108.0,30.8,12.0,1.0,4.1,72.0,20.5
Chandpur,1994,Mar,142.0,35.3,16.5,2.0,2.7,73.0,26.4
Chandpur,1994,Apr,110.0,34.8,18.6,3.0,3.5,76.0,27.8
Chandpur,1994,May,317.0,35.4,20.6,5.0,3.5,78.0,29.1
Chandpur,1994,Jun,299.0,35.2,23.0,6.0,3.0,84.0,28.6
Chandpur,1994,Jul,414.0,33.8,24.9,6.0,2.7,83.0,28.7
Chandpur,1994,Aug,448.0,33.6,24.2,6.0,2.7,83.0,28.5
Chandpur,1994,Sep,259.0,33.6,24.5,5.0,2.1,81.0,28.8
Chandpur,1994,Oct,88.0,33.3,21.5,3.0,1.5,79.0,27.4
Chandpur,1994,Nov,7.0,32.3,16.0,1.0,1.7,77.0,24.2
Chandpur,1994,Dec,0.0,28.9,12.2,1.0,1.1,74.0,19.8
Chandpur,1995,Jan,8.0,28.7,9.5,1.0,2.1,74.0,18.0
Chandpur,1995,Feb,9.0,30.6,12.2,1.0,1.3,74.0,21.2
Chandpur,1995,Mar,85.0,34.1,16.0,2.0,3.2,66.0,25.6
Chandpur,1995,Apr,310.0,34.6,20.0,3.0,2.7,74.0,29.1
Chandpur,1995,May,178.0,34.8,23.3,4.0,2.5,80.0,29.6
Chandpur,1995,Jun,287.0,34.6,23.7,5.0,2.6,84.0,28.9
Chandpur,1995,Jul,169.0,33.5,24.2,5.0,3.3,85.0,28.2
Chandpur,1995,Aug,383.0,34.3,24.1,5.0,3.1,83.0,28.9
Chandpur,1995,Sep,98.0,34.5,24.5,4.0,2.7,84.0,28.6
Chandpur,1995,Oct,44.0,32.9,22.0,2.0,1.7,80.0,28.1
Chandpur,1995,Nov,1.0,32.1,16.0,2.0,2.1,80.0,24.6
Chandpur,1995,Dec,0.0,28.1,12.8,0.0,1.5,77.0,20.3
Chandpur,1996,Jan,2.0,27.8,11.2,1.0,4.5,76.0,19.0
Chandpur,1996,Feb,25.0,32.5,12.8,2.0,2.6,72.0,21.9
Chandpur,1996,Mar,0.0,35.5,16.5,1.0,3.0,74.0,27.1
Chandpur,1996,Apr,51.0,35.4,20.0,3.0,2.9,76.0,28.2
Chandpur,1996,May,177.0,33.5,20.0,4.0,3.1,78.0,29.7
Chandpur,1996,Jun,352.0,33.8,21.6,5.0,3.0,82.0,28.6
Chandpur,1996,Jul,430.0,33.8,24.0,6.0,3.4,83.0,28.8
Chandpur,1996,Aug,488.0,34.4,24.5,6.0,2.9,85.0,28.3
Chandpur,1996,Sep,239.0,33.6,24.1,5.0,2.7,82.0,29.2
Chandpur,1996,Oct,77.0,33.8,21.0,3.0,2.3,78.0,27.4
Chandpur,1996,Nov,184.0,31.1,15.0,3.0,2.7,78.0,24.1
Chandpur,1996,Dec,0.0,29.1,13.5,0.0,1.8,74.0,20.6
Chandpur,1997,Jan,3.0,27.6,10.0,1.0,2.1,73.0,18.2
Chandpur,1997,Feb,10.0,29.1,10.5,1.0,2.6,72.0,20.6
Chandpur,1997,Mar,75.0,36.1,18.0,2.0,3.1,76.0,26.1
Chandpur,1997,Apr,184.0,35.8,17.0,3.0,2.3,77.0,25.6
Chandpur,1997,May,171.0,34.9,21.0,3.0,4.1,78.0,28.7
Chandpur,1997,Jun,361.0,35.2,23.5,3.0,3.1,83.0,28.8
Chandpur,1997,Jul,318.0,34.5,24.6,4.0,2.3,86.0,28.5
Chandpur,1997,Aug,204.0,34.1,25.0,4.0,2.3,83.0,29.0
Chandpur,1997,Sep,264.0,33.8,22.5,3.0,1.9,85.0,28.0
Chandpur,1997,Oct,236.0,33.7,20.2,2.0,2.8,78.0,27.3
Chandpur,1997,Nov,20.0,32.6,18.5,1.0,2.0,77.0,24.8
Chandpur,1997,Dec,0.0,26.8,13.1,1.0,2.3,81.0,19.6
Chandpur,1998,Jan,2.0,28.6,10.0,1.0,2.2,81.0,17.3
Chandpur,1998,Feb,29.0,31.6,10.0,1.0,2.2,75.0,21.6
Chandpur,1998,Mar,54.0,33.4,12.5,2.0,2.5,73.0,24.2
Chandpur,1998,Apr,72.0,35.7,14.8,3.0,2.2,79.0,27.2
Chandpur,1998,May,133.0,34.8,18.8,4.0,3.4,81.0,28.9
Chandpur,1998,Jun,266.0,34.6,22.0,6.0,2.7,81.0,30.3
Chandpur,1998,Jul,492.0,33.8,23.0,6.0,3.3,86.0,28.4
Chandpur,1998,Aug,338.0,33.1,24.5,6.0,3.3,85.0,28.6
Chandpur,1998,Sep,421.0,34.1,25.2,6.0,2.8,83.0,29.3
Chandpur,1998,Oct,34.0,33.8,24.6,2.0,2.2,81.0,28.9
Chandpur,1998,Nov,0.0,30.8,25.7,2.0,3.4,80.0,25.8
Chandpur,1998,Dec,33.0,28.6,14.0,2.0,2.9,78.0,21.6
Chandpur,1999,Jan,23.0,29.0,12.5,3.0,2.9,75.0,19.4
Chandpur,1999,Feb,54.0,30.2,12.5,2.0,2.3,71.0,23.1
Chandpur,1999,Mar,130.0,33.8,17.0,2.0,2.3,71.0,27.1
Chandpur,1999,Apr,158.0,36.5,20.0,3.0,4.0,75.0,29.7
Chandpur,1999,May,237.0,35.6,20.5,5.0,4.4,81.0,28.2
Chandpur,1999,Jun,92.0,35.1,22.8,5.0,4.0,84.0,28.6
Chandpur,1999,Jul,622.0,34.0,24.0,6.0,2.7,87.0,28.0
Chandpur,1999,Aug,336.0,33.5,24.6,6.0,2.8,86.0,28.2
Chandpur,1999,Sep,186.0,34.1,22.9,5.0,3.8,86.0,27.9
Chandpur,1999,Oct,97.0,33.6,21.8,3.0,2.2,85.0,27.5
Chandpur,1999,Nov,157.0,32.7,16.7,2.0,3.4,77.0,24.8
Chandpur,1999,Dec,0.0,29.6,14.0,0.0,2.5,77.0,21.0
Chandpur,2000,Jan,0.0,27.6,10.4,0.0,2.5,77.0,18.8
Chandpur,2000,Feb,0.0,31.0,13.2,1.0,2.9,71.0,20.5
Chandpur,2000,Mar,1.0,36.7,15.5,1.0,2.9,72.0,25.6
Chandpur,2000,Apr,21.0,35.8,20.0,2.0,2.5,77.0,27.9
Chandpur,2000,May,357.0,35.8,20.5,5.0,2.6,80.0,28.1
Chandpur,2000,Jun,289.0,34.7,24.0,6.0,3.6,82.0,28.8
Chandpur,2000,Jul,947.0,33.1,24.8,6.0,2.0,82.0,28.8
Chandpur,2000,Aug,323.0,34.6,24.5,6.0,2.1,82.0,28.8
Chandpur,2000,Sep,394.0,34.2,24.0,5.0,2.5,82.0,28.4
Chandpur,2000,Oct,284.0,34.0,20.0,4.0,2.3,82.0,27.6
Chandpur,2000,Nov,4.0,33.0,16.8,1.0,2.2,77.0,24.5
Chandpur,2000,Dec,1.0,28.1,13.8,0.0,1.8,75.0,19.8
Chandpur,2001,Jan,25.0,28.1,10.0,1.0,2.5,72.0,17.9
Chandpur,2001,Feb,15.0,32.5,12.8,3.0,2.3,71.0,22.2
Chandpur,2001,Mar,58.0,35.2,16.0,2.0,2.3,67.0,25.8
Chandpur,2001,Apr,160.0,35.5,20.5,3.0,2.7,73.0,28.5
Chandpur,2001,May,470.0,36.4,20.5,5.0,6.6,80.0,27.8
Chandpur,2001,Jun,288.0,34.8,24.0,6.0,2.6,85.0,27.8
Chandpur,2001,Jul,293.0,34.0,24.4,6.0,2.1,83.0,28.4
Chandpur,2001,Aug,214.0,33.8,25.0,6.0,2.5,81.0,29.2
Chandpur,2001,Sep,73.0,35.7,24.0,5.0,1.5,84.0,28.4
Chandpur,2001,Oct,188.0,34.7,23.0,3.0,1.0,83.0,27.7
Chandpur,2001,Nov,1.0,32.8,18.2,0.0,1.5,82.0,24.5
Chandpur,2001,Dec,0.0,28.6,12.9,0.0,1.7,80.0,19.5
Chandpur,2002,Jan,0.0,27.1,11.8,0.0,2.5,77.0,19.0
Chandpur,2002,Feb,25.0,30.5,12.0,1.0,2.3,68.0,21.8
Chandpur,2002,Mar,1.0,34.0,15.5,1.0,1.9,69.0,25.6
Chandpur,2002,Apr,23.0,33.5,17.6,2.0,2.9,75.0,27.5
Chandpur,2002,May,448.0,35.5,21.0,4.0,3.9,79.0,27.7
Chandpur,2002,Jun,541.0,35.5,23.0,6.0,2.0,84.0,28.2
Chandpur,2002,Jul,387.0,34.1,25.0,6.0,2.7,85.0,28.4
Chandpur,2002,Aug,197.0,36.8,24.8,6.0,2.2,84.0,28.4
Chandpur,2002,Sep,321.0,33.5,24.1,4.0,1.6,82.0,28.5
Chandpur,2002,Oct,157.0,33.5,20.1,4.0,1.8,78.0,27.5
Chandpur,2002,Nov,76.0,33.1,17.0,2.0,1.2,77.0,24.3
Chandpur,2002,Dec,0.0,28.0,12.2,1.0,1.9,79.0,20.5
Chandpur,2003,Jan,14.0,26.5,9.2,1.0,2.3,79.0,16.6
Chandpur,2003,Feb,0.0,30.7,14.1,0.0,2.3,71.0,22.1
Chandpur,2003,Mar,88.0,33.6,14.0,2.0,2.1,72.0,24.6
Chandpur,2003,Apr,91.0,34.5,20.1,4.0,3.5,78.0,28.8
Chandpur,2003,May,277.0,36.0,21.1,5.0,3.3,82.0,29.4
Chandpur,2003,Jun,549.0,35.2,22.6,6.0,2.4,87.0,28.1
Chandpur,2003,Jul,477.0,33.5,25.0,7.0,2.4,85.0,29.0
Chandpur,2003,Aug,399.0,33.7,25.0,6.0,2.3,82.0,29.0
Chandpur,2003,Sep,258.0,35.4,25.0,5.0,2.7,83.0,28.6
Chandpur,2003,Oct,32.0,35.2,23.8,3.0,2.2,82.0,28.0
Chandpur,2003,Nov,77.0,32.6,15.6,3.0,2.1,76.0,24.1
Chandpur,2003,Dec,0.0,29.5,13.9,1.0,2.3,81.0,20.5
Chandpur,2004,Jan,0.0,29.0,10.6,0.0,2.5,82.0,18.2
Chandpur,2004,Feb,13.0,34.0,10.6,1.0,3.0,74.0,21.6
Chandpur,2004,Mar,109.0,35.7,16.5,2.0,2.5,80.0,26.4
Chandpur,2004,Apr,81.0,35.5,20.1,3.0,3.5,85.0,27.6
Chandpur,2004,May,125.0,35.5,21.3,4.0,2.1,80.0,29.8
Chandpur,2004,Jun,533.0,35.5,23.6,6.0,2.9,87.0,28.2
Chandpur,2004,Jul,209.0,33.9,24.1,6.0,3.1,87.0,28.4
Chandpur,2004,Aug,279.0,34.0,25.0,5.0,2.4,86.0,28.6
Chandpur,2004,Sep,200.0,33.0,24.1,5.0,2.1,89.0,27.8
Chandpur,2004,Oct,143.0,33.2,23.0,4.0,2.2,84.0,27.0
Chandpur,2004,Nov,0.0,31.6,17.0,0.0,2.0,79.0,23.7
Chandpur,2004,Dec,26.0,29.5,12.2,2.0,2.0,79.0,21.1
Chandpur,2005,Jan,0.0,29.0,11.1,1.0,2.4,80.0,18.7
Chandpur,2005,Feb,0.0,28.1,13.0,1.0,1.9,73.0,23.1
Chandpur,2005,Mar,9.0,34.1,18.6,2.0,1.5,79.0,26.6
Chandpur,2005,Apr,104.0,34.0,20.6,4.0,2.4,80.0,28.6
Chandpur,2005,May,101.0,36.1,21.4,4.0,2.2,81.0,28.9
Chandpur,2005,Jun,374.0,35.1,25.0,5.0,2.1,84.0,29.8
Chandpur,2005,Jul,312.0,35.1,22.2,6.0,2.4,87.0,28.4
Chandpur,2005,Aug,334.0,34.6,25.3,6.0,2.5,88.0,28.6
Chandpur,2005,Sep,845.0,34.0,24.1,6.0,3.7,86.0,28.7
Chandpur,2005,Oct,302.0,35.1,22.7,2.0,3.0,85.0,27.5
Chandpur,2005,Nov,0.0,32.0,17.3,0.0,2.2,80.0,24.1
Chandpur,2005,Dec,2.0,28.4,14.1,1.0,1.5,78.0,20.9
Chandpur,2006,Jan,7.0,27.5,11.1,2.0,2.0,79.0,18.8
Chandpur,2006,Feb,0.0,34.1,15.5,1.0,2.7,76.0,24.3
Chandpur,2006,Mar,122.0,35.0,16.1,3.0,3.1,70.0,26.7
Chandpur,2006,Apr,91.0,36.1,21.1,3.0,2.4,76.0,28.5
Chandpur,2006,May,115.0,34.6,22.1,4.0,2.1,79.0,29.0
Chandpur,2006,Jun,31.0,33.6,24.8,5.0,2.3,86.0,29.0
Chandpur,2006,Jul,344.0,34.0,25.1,6.0,2.4,86.0,28.7
Chandpur,2006,Aug,318.0,34.2,23.8,7.0,2.0,85.0,28.7
Chandpur,2006,Sep,149.0,34.1,24.3,6.0,2.1,86.0,28.4
Chandpur,2006,Oct,360.0,34.0,22.1,5.0,1.7,82.0,28.2
Chandpur,2006,Nov,0.0,31.4,15.0,1.0,2.1,81.0,24.4
Chandpur,2006,Dec,2.0,27.5,13.6,1.0,2.2,79.0,20.5
Chandpur,2007,Jan,0.0,28.0,10.0,1.0,1.9,78.0,17.8
Chandpur,2007,Feb,0.0,33.0,13.6,1.0,2.2,76.0,21.7
Chandpur,2007,Mar,0.0,35.5,15.0,1.0,2.0,67.0,25.1
Chandpur,2007,Apr,27.0,34.1,17.6,4.0,2.5,78.0,28.1
Chandpur,2007,May,260.0,35.7,22.0,5.0,2.4,79.0,29.7
Chandpur,2007,Jun,336.0,34.7,22.5,6.0,2.3,86.0,28.6
Chandpur,2007,Jul,348.0,34.2,23.1,6.0,2.4,88.0,28.2
Chandpur,2007,Aug,309.0,34.0,25.0,6.0,3.6,85.0,29.0
Chandpur,2007,Sep,410.0,35.0,24.5,6.0,3.4,87.0,28.5
Chandpur,2007,Oct,24.0,34.5,20.1,4.0,2.1,82.0,27.5
Chandpur,2007,Nov,0.0,32.0,17.6,2.0,2.5,81.0,24.9
Chandpur,2007,Dec,0.0,29.7,12.1,0.0,2.1,78.0,20.2
Chandpur,2008,Jan,0.0,26.0,10.3,0.0,2.3,77.0,19.3
Chandpur,2008,Feb,57.0,31.0,10.3,2.0,2.4,72.0,20.4
Chandpur,2008,Mar,40.0,33.5,15.5,1.0,2.3,76.0,26.5
Chandpur,2008,Apr,51.0,35.2,19.8,4.0,3.4,74.0,29.0
Chandpur,2008,May,226.0,35.7,21.5,4.0,2.9,77.0,29.5
Chandpur,2008,Jun,399.0,35.6,22.4,7.0,2.7,86.0,28.4
Chandpur,2008,Jul,782.0,35.2,24.9,7.0,2.5,88.0,28.2
Chandpur,2008,Aug,180.0,34.7,25.1,6.0,3.0,86.0,28.6
Chandpur,2008,Sep,266.0,33.7,24.6,7.0,2.8,84.0,28.8
Chandpur,2008,Oct,228.0,33.6,18.1,4.0,2.5,83.0,27.4
Chandpur,2008,Nov,109.0,32.0,16.2,2.0,1.7,76.0,24.5
Chandpur,2008,Dec,0.0,28.2,14.0,1.0,2.2,83.0,21.1
Chandpur,2009,Jan,39.0,27.2,10.5,1.0,2.0,80.0,19.8
Chandpur,2009,Feb,22.0,31.7,12.1,2.0,1.9,69.0,22.9
Chandpur,2009,Mar,64.0,34.5,16.5,4.0,2.0,68.0,26.7
Chandpur,2009,Apr,67.0,33.7,19.0,3.0,2.2,76.0,29.6
Chandpur,2009,May,240.0,36.7,20.2,5.0,2.4,79.0,29.2
Chandpur,2009,Jun,193.0,35.2,22.6,7.0,2.4,82.0,30.0
Chandpur,2009,Jul,649.0,33.2,23.6,7.0,2.2,86.0,28.8
Chandpur,2009,Aug,320.0,34.0,24.5,7.0,2.0,86.0,28.9
Chandpur,2009,Sep,213.0,33.5,24.8,6.0,2.7,85.0,29.0
Chandpur,2009,Oct,333.0,34.5,21.1,4.0,2.1,82.0,27.6
Chandpur,2009,Nov,0.0,31.0,14.6,1.0,2.1,77.0,25.0
Chandpur,2009,Dec,0.0,29.5,10.5,3.0,1.7,79.0,20.0
Chandpur,2010,Jan,0.0,28.0,9.0,1.0,2.0,81.0,17.4
Chandpur,2010,Feb,1.0,31.5,11.7,1.0,2.2,72.0,22.0
Chandpur,2010,Mar,5.0,34.2,18.5,3.0,2.4,71.0,28.0
Chandpur,2010,Apr,56.0,35.5,21.9,4.0,3.2,77.0,30.0
Chandpur,2010,May,220.0,35.7,21.3,5.0,2.5,79.0,29.4
Chandpur,2010,Jun,177.0,36.7,22.9,5.0,2.3,87.0,29.1
Chandpur,2010,Jul,431.0,33.7,25.1,6.0,2.5,84.0,29.3
Chandpur,2010,Aug,312.0,33.6,25.6,7.0,2.1,83.0,29.5
Chandpur,2010,Sep,146.0,34.5,24.5,6.0,2.7,85.0,28.9
Chandpur,2010,Oct,195.0,34.2,22.5,3.0,2.4,81.0,28.6
Chandpur,2010,Nov,3.0,31.4,17.1,3.0,2.2,78.0,25.3
Chandpur,2010,Dec,0.0,29.8,11.2,2.0,2.4,77.0,20.2
Chandpur,2011,Jan,0.0,27.6,7.6,2.0,3.0,77.0,17.5
Chandpur,2011,Feb,23.0,33.8,12.1,2.0,2.8,71.0,22.1
Chandpur,2011,Mar,3.0,36.2,14.8,3.0,4.0,70.0,26.0
Chandpur,2011,Apr,17.0,35.6,20.1,5.0,3.7,76.0,27.9
Chandpur,2011,May,191.0,36.0,20.3,5.0,2.8,82.0,28.7
Chandpur,2011,Jun,541.0,35.7,24.1,6.0,2.6,86.0,28.9
Chandpur,2011,Jul,233.0,35.2,24.5,6.0,2.6,85.0,29.0
Chandpur,2011,Aug,204.0,34.2,24.5,6.0,2.5,87.0,28.5
Chandpur,2011,Sep,229.0,34.2,24.5,6.0,2.4,86.0,28.7
Chandpur,2011,Oct,303.0,34.4,22.3,5.0,2.2,80.0,28.6
Chandpur,2011,Nov,6.0,32.7,16.2,2.0,2.6,76.0,24.3
Chandpur,2011,Dec,15.0,29.7,11.1,2.0,2.4,81.0,19.7
Chandpur,2012,Jan,0.0,28.2,10.3,1.0,2.3,78.0,18.8
Chandpur,2012,Feb,1.0,31.5,11.7,1.0,2.5,67.0,21.9
Chandpur,2012,Mar,35.0,36.7,16.3,3.0,4.3,71.0,27.2
Chandpur,2012,Apr,145.0,35.7,18.3,5.0,2.5,79.0,28.1
Chandpur,2012,May,424.0,37.7,20.4,6.0,2.3,78.0,30.1
Chandpur,2012,Jun,410.0,35.7,22.6,7.0,2.4,84.0,29.6
Chandpur,2012,Jul,291.0,34.8,25.1,6.0,2.2,85.0,29.1
Chandpur,2012,Aug,403.0,35.2,24.8,6.0,2.2,85.0,29.1
Chandpur,2012,Sep,291.0,34.5,25.1,6.0,2.2,85.0,29.1
Chandpur,2012,Oct,128.0,35.0,20.1,3.0,2.1,81.0,27.9
Chandpur,2012,Nov,0.0,32.0,14.3,1.0,2.1,77.0,23.7
Chandpur,2012,Dec,0.0,28.8,10.3,2.0,2.4,83.0,18.5
Chandpur,2013,Jan,12.0,29.7,7.2,3.0,2.4,77.0,17.5
Chandpur,2013,Feb,12.0,30.7,13.4,1.0,2.5,70.0,22.2
Chandpur,2013,Mar,30.0,34.2,15.8,3.0,2.5,70.0,26.9
Chandpur,2013,Apr,194.0,36.5,19.0,4.0,2.8,76.0,28.6
Chandpur,2013,May,121.0,37.8,19.7,4.0,2.8,85.0,27.7
Chandpur,2013,Jun,279.0,35.2,21.1,6.0,3.1,82.0,29.9
Chandpur,2013,Jul,298.0,34.9,25.3,6.0,2.6,85.0,29.1
Chandpur,2013,Aug,452.0,34.7,25.0,6.0,2.4,86.0,28.7
Chandpur,2013,Sep,137.0,34.8,24.3,6.0,2.4,85.0,29.0
Chandpur,2013,Oct,128.0,34.7,21.1,4.0,2.2,84.0,27.6
Chandpur,2013,Nov,92.0,33.0,16.5,3.0,2.3,75.0,24.2
Chandpur,2013,Dec,2.0,30.4,11.5,2.0,2.7,79.0,20.5
Chandpur,2014,Jan,0.0,29.6,10.2,1.0,2.8,81.0,18.2
